,user_id,recs
917,459,"[885290, 1077555, 986912, 5584027, 844165]"
918,996,"[1133018, 1101010, 890610, 819978, 854852]"
919,1271,"[1038217, 885290, 951590, 896369, 878996]"
920,2300,"[885290, 913202, 9526563, 999104, 903325]"
921,2281,"[1058997, 1126899, 970030, 913210, 5569230]"
922,883,"[6534166, 6533889, 1051516, 951412, 857503]"
923,1723,"[1018740, 965267, 834484, 1040807, 1024306]"
924,2212,"[1118393, 1055863, 937791, 908213, 882441]"
925,266,"[1126899, 5569471, 999104, 821083, 1096317]"
926,1057,"[1107553, 970119, 5584007, 5585727, 1005186]"
927,846,"[8090521, 862349, 1075368, 916381, 5569845]"
928,1788,"[909714, 1003600, 1116821, 1051516, 1022254]"
929,1130,"[1039156, 1137775, 1107553, 985119, 1057260]"
930,153,"[8011397, 916767, 976998, 5582789, 894236]"
931,1364,"[1005186, 862349, 986912, 1056509, 1110843]"
932,719,"[933835, 819978, 1040807, 1108168, 849843]"
933,1117,"[1106523, 6533765, 852317, 1116578, 1110572]"
934,2257,"[1106523, 1133018, 1068719, 1065593, 9420312]"
935,1599,"[1089392, 1065593, 951590, 953476, 1113588]"
936,2123,"[866227, 832678, 5569230, 838186, 926905]"
937,122,"[839849, 940947, 1102959, 5569230, 1053690]"
938,84,"[1080414, 5569374, 1029624, 952317, 885290]"
939,306,"[1056509, 1037863, 8011397, 5569374, 1077555]"
940,2129,"[6534166, 1108168, 1050851, 5569471, 860975]"
941,1224,"[1065593, 862349, 1068719, 9527494, 951526]"
942,1120,"[909894, 1122358, 999971, 849843, 918733]"
943,1872,"[1058997, 999104, 1039156, 1127831, 944836]"
944,351,"[951590, 1133018, 1007195, 1057260, 844165]"
945,1955,"[989101, 1039156, 1050851, 1077975, 844165]"
946,895,"[1112238, 999104, 6534166, 6533889, 866211]"
947,1473,"[1126899, 909714, 834484, 866211, 903325]"
948,773,"[909714, 1058997, 1014948, 824005, 995965]"
949,235,"[1070820, 983584, 5582789, 862732, 862349]"
950,63,"[856772, 834117, 937571, 1068719, 1082185]"
951,441,"[933835, 919644, 6602697, 976998, 961554]"
952,1246,"[1126899, 1040807, 6533889, 821083, 962229]"
953,1245,"[969866, 916381, 834484, 908846, 985119]"
954,2,"[1075368, 8090521, 1040807, 940947, 5569230]"
955,2393,"[1057260, 944836, 1028816, 1003600, 870515]"
956,156,"[861445, 1080414, 1039156, 986394, 1075368]"
957,1920,"[862349, 1070820, 1119051, 1137688, 1062002]"
958,2186,"[1075368, 8090521, 1085604, 951590, 944534]"
959,798,"[1107553, 1110843, 1070015, 916993, 1058997]"
960,1630,"[894236, 1018740, 1040807, 5585510, 1058997]"
961,1752,"[951590, 985119, 1065593, 1033615, 1075470]"
962,1703,"[1057260, 879755, 1106523, 1039156, 1015247]"
963,467,"[834484, 879755, 1113588, 1039156, 849843]"
964,578,"[1119051, 8090521, 944836, 12263788, 6533889]"
965,1050,"[951590, 6534178, 868764, 1106523, 962229]"
966,195,"[1022254, 1048462, 908531, 953476, 890695]"
967,757,"[5569471, 909894, 1102959, 962229, 1039156]"
968,1857,"[1092026, 6534166, 6533889, 1106301, 908318]"
969,1452,"[989101, 894236, 5590287, 866227, 1039156]"
970,2016,"[1085604, 1127624, 1113588, 1132770, 833723]"
971,1900,"[1132771, 1070820, 862349, 940947, 995965]"
972,2039,"[1085604, 1080414, 1056509, 911812, 1037840]"
973,115,"[1101010, 983584, 933835, 1003188, 862349]"
974,935,"[1132771, 6534178, 5590287, 1126899, 1062002]"
975,2377,"[989101, 861272, 995242, 1096036, 1077555]"
976,1078,"[1126899, 1026118, 1058997, 861272, 834484]"
977,869,"[5592931, 826249, 918733, 916767, 976998]"
978,142,"[1070015, 1082212, 1074524, 873627, 1065593]"
979,1607,"[5569471, 5569374, 1091365, 8090521, 844165]"
980,2077,"[6534166, 971922, 1041259, 903325, 1106523]"
981,1812,"[1070015, 1132770, 849843, 874736, 976998]"
982,807,"[838186, 6034857, 908531, 1024306, 1135768]"
983,1880,"[8160319, 857849, 1075368, 1061220, 1080414]"
984,554,"[1070820, 1108168, 1106523, 1065593, 867188]"
985,1480,"[839849, 994928, 8205218, 995242, 905539]"
986,2361,"[1126899, 821083, 8090509, 929668, 902172]"
987,852,"[1126899, 1058997, 901062, 1106523, 903325]"
988,199,"[861272, 1005186, 1110843, 1070015, 1082212]"
989,24,"[1016800, 1036501, 844165, 926905, 999971]"
990,1999,"[1055863, 1114597, 986912, 849843, 874736]"
991,369,"[1033615, 6533765, 878996, 983584, 7441391]"
992,1793,"[969866, 939636, 8205218, 849843, 1122358]"
993,652,"[832678, 844165, 866227, 883404, 1055863]"
994,1399,"[986947, 909894, 1112238, 885290, 995242]"
995,2046,"[1053690, 1110572, 879755, 821083, 861272]"
996,1014,"[6533765, 1077975, 860975, 962229, 873627]"
997,1731,"[1126899, 882441, 839849, 1058997, 1029624]"
998,1395,"[1126899, 940947, 983584, 903674, 999104]"
999,1186,"[1126899, 6533889, 1070820, 1022254, 6034857]"
1000,2047,"[5584007, 824005, 6534166, 5588666, 8090537]"
1001,2010,"[985119, 1033615, 1015247, 1113588, 1023958]"
1002,556,"[1009449, 1096317, 1048462, 1127624, 6544236]"
1003,226,"[832678, 909894, 1056509, 879528, 1037840]"
1004,1549,"[986912, 866227, 849843, 860975, 1133018]"
1005,1413,"[1070015, 9526886, 1029743, 1082185, 1082185]"
1006,887,"[1005186, 1110843, 873627, 1082212, 1120741]"
1007,973,"[944836, 896085, 968215, 1062002, 1050229]"
1008,1633,"[1101010, 976998, 953476, 951590, 854852]"
1009,1692,"[1023958, 1055863, 1080414, 1038217, 999971]"
1010,2345,"[999971, 962229, 1110572, 1033615, 1029743]"
1011,103,"[1118393, 1105488, 1076875, 1106523, 1080414]"
1012,2036,"[885290, 1126899, 1024306, 861272, 933835]"
1013,329,"[1095275, 1005186, 901062, 944836, 986947]"
1014,236,"[1126899, 1014948, 944836, 893501, 1039156]"
1015,868,"[5569471, 9527494, 6534178, 8090521, 1005186]"
1016,776,"[1085604, 8205218, 1101010, 1040807, 1029743]"
1017,1873,"[1037840, 962229, 1016800, 926905, 1106523]"
1018,332,"[1070820, 862349, 1028816, 5569374, 1058997]"
1019,202,"[6533889, 962229, 8090521, 8090537, 821083]"
1020,2290,"[1085604, 844165, 1037840, 1092026, 1080414]"
1021,2392,"[927191, 965766, 873627, 1114597, 1053763]"
1022,2425,"[999104, 1028816, 6534178, 1070820, 987562]"
1023,1332,"[874736, 951412, 1120741, 908846, 1118393]"
1024,931,"[951590, 1058997, 1062966, 1001148, 883003]"
1025,1517,"[1070820, 862349, 908531, 951590, 983584]"
1026,1210,"[1070820, 5588666, 862349, 5582789, 5585635]"
1027,685,"[894236, 1050851, 12263788, 953476, 1056651]"
1028,1300,"[1070820, 1106523, 862349, 1026118, 893501]"
1029,1726,"[6034857, 970119, 1041259, 824005, 6534178]"
1030,816,"[1075368, 861272, 901062, 862349, 820165]"
1031,2141,"[1070820, 1120741, 933835, 971922, 5569327]"
1032,959,"[860975, 845208, 909894, 7024990, 1033142]"
1033,2068,"[1070820, 862349, 1022003, 860975, 1137688]"
1034,1716,"[1085604, 5592931, 824555, 999971, 1132770]"
1035,1255,"[1077555, 1056509, 1108168, 947798, 1133018]"
1036,796,"[969866, 862349, 993638, 901062, 861445]"
1037,650,"[1082185, 6534178, 1029743, 995242, 1106523]"
1038,1043,"[1082185, 6534178, 1029743, 995242, 1106523]"
1039,1814,"[1014948, 951590, 976199, 849843, 1037840]"
1040,75,"[480014, 1082185, 6534178, 1029743, 995242]"
1041,2200,"[1092026, 1096317, 1062002, 8090521, 929668]"
1042,65,"[1070820, 962229, 986912, 1124729, 844165]"
1043,387,"[1126899, 1058997, 933835, 1119051, 1014948]"
1044,1374,"[1009449, 1133018, 944534, 1028816, 999971]"
1045,10,"[1113588, 868764, 1106523, 1041259, 819978]"
1046,2095,"[6533765, 913202, 870780, 9526563, 1133018]"
1047,25,"[861272, 826249, 1097001, 913210, 938700]"
1048,764,"[1037863, 1095275, 1055863, 1051516, 1071939]"
1049,1133,"[1076875, 1028816, 1122358, 930118, 1003600]"
1050,469,"[1070820, 862349, 951412, 908846, 1127831]"
1051,1269,"[1057260, 9527494, 908318, 862349, 940947]"
1052,1443,"[986947, 849843, 989101, 847789, 5569471]"
1053,2381,"[1065593, 913202, 1133018, 885290, 849843]"
1054,583,"[1120741, 1053690, 1037840, 1110572, 1056509]"
1055,745,"[1077975, 861272, 854852, 1026118, 866227]"
1056,380,"[951590, 965766, 1053690, 854852, 5569230]"
1057,574,"[933835, 951590, 908531, 1006184, 873627]"
1058,829,"[1101010, 1132771, 1018740, 6533889, 1137775]"
1059,790,"[1070015, 1028816, 989101, 1112238, 5569230]"
1060,2395,"[1041157, 9420312, 5569230, 1132770, 923746]"
1061,1950,"[1070015, 999971, 1053690, 844165, 1055863]"
1062,2182,"[1033615, 1005186, 1107553, 835098, 882441]"
1063,405,"[1039156, 834484, 860776, 1101010, 6534178]"
1064,2289,"[1118393, 974108, 1080414, 834484, 1014948]"
1065,1430,"[1126899, 885290, 9677202, 962229, 947798]"
1066,2424,"[916993, 940947, 999104, 1022003, 1038217]"
1067,2372,"[987562, 8090532, 995965, 927191, 1080414]"
1068,527,"[933835, 1101010, 9527494, 9526410, 1051211]"
1069,1677,"[885290, 1048462, 5569845, 8090521, 8090509]"
1070,881,"[1120741, 1065593, 883404, 890695, 1108168]"
1071,174,"[1050851, 1133018, 9526410, 9527290, 1000753]"
1072,1546,"[908531, 5585727, 5590287, 868764, 5584027]"
1073,205,"[1026118, 1028816, 1106523, 910032, 1137688]"
1074,859,"[1075368, 5569471, 5569230, 951590, 1101010]"
1075,1423,"[986947, 866227, 820165, 9445919, 860975]"
1076,1045,"[1095275, 862349, 971922, 6534178, 908531]"
1077,1540,"[874736, 844165, 894236, 893501, 868764]"
1078,1525,"[1033615, 1070015, 985119, 849843, 844165]"
1079,1567,"[1026118, 1133018, 937626, 981944, 1082185]"
1080,1701,"[970119, 1003600, 5569230, 5568378, 1026118]"
1081,667,"[860975, 894236, 1039156, 6534166, 909894]"
1082,2298,"[871756, 910032, 956609, 1131438, 856252]"
1083,1249,"[1003600, 1030819, 832678, 879755, 1113588]"
1084,1576,"[1037863, 1056651, 834484, 849843, 5584027]"
1085,98,"[1077975, 878302, 1134522, 1065593, 862349]"
1086,2270,"[1005186, 953476, 909894, 857849, 986912]"
1087,655,"[1070015, 1112238, 1005186, 861445, 12263788]"
1088,1077,"[951590, 883932, 1096036, 1022003, 835098]"
1089,1176,"[1082185, 6534178, 1029743, 995242, 1106523]"
1090,1238,"[962229, 5582789, 6773204, 890610, 1101010]"
1091,322,"[862349, 1119051, 12263788, 1040807, 1070820]"
1092,1470,"[862349, 1029743, 834484, 1112238, 1113588]"
1093,1906,"[1023958, 1041259, 8090532, 1126310, 916993]"
1094,417,"[927191, 1127831, 1070015, 883404, 844165]"
1095,1303,"[1091365, 6534178, 8090521, 1112238, 1039156]"
1096,1815,"[971922, 9526410, 940947, 981944, 832678]"
1097,1284,"[9526410, 8205218, 1106301, 882441, 1050851]"
1098,878,"[947798, 1033615, 986912, 951590, 8090537]"
1099,1282,"[1070015, 823758, 951590, 1110843, 1096317]"
1100,449,"[1048462, 1053690, 995876, 982790, 1110572]"
1101,2293,"[1070820, 866227, 968215, 1115874, 1127831]"
1102,587,"[1118393, 1080414, 894236, 890695, 911470]"
1103,952,"[1075368, 862349, 1003188, 860975, 8090521]"
1104,1283,"[989101, 849843, 870515, 1110793, 1056651]"
1105,1247,"[1126899, 933835, 1009449, 1058997, 961554]"
1106,1335,"[970119, 862349, 916993, 901062, 861272]"
1107,1945,"[832678, 970119, 999971, 5569374, 1029743]"
1108,347,"[916767, 5569471, 1126899, 1076875, 883932]"
1109,897,"[5569374, 894236, 1039156, 1070820, 1126899]"
1110,2020,"[895540, 1132771, 6602697, 933835, 995965]"
1111,1847,"[862349, 1070820, 951590, 9527290, 6533765]"
1112,1848,"[986912, 1005186, 951590, 861445, 908531]"
1113,1464,"[893501, 908531, 5569471, 1116821, 854852]"
1114,540,"[1137688, 860776, 1051516, 916122, 866211]"
1115,1836,"[1058997, 1028816, 1039156, 894236, 1126899]"
1116,1088,"[949616, 1080414, 865330, 9526563, 913785]"
1117,2158,"[862349, 951412, 6533765, 6534178, 820165]"
1118,434,"[1048462, 1132770, 976998, 1022003, 953476]"
1119,14,"[6533765, 1056651, 951590, 844165, 5569471]"
1120,831,"[951590, 890695, 937626, 5569230, 1005186]"
1121,2314,"[1126899, 951412, 916993, 5585635, 5584007]"
1122,660,"[1126899, 971922, 1058997, 872137, 986912]"
1123,1027,"[1132771, 821083, 896085, 904360, 1101010]"
1124,1241,"[1075368, 1037840, 1092026, 1065593, 1053690]"
1125,413,"[986912, 1009449, 860975, 1106523, 1026118]"
1126,2059,"[1126899, 1082212, 1023958, 896085, 1057260]"
1127,2193,"[1070820, 862349, 8090537, 861272, 999104]"
1128,1642,"[845208, 854852, 995785, 1106523, 1133018]"
1129,1185,"[1106523, 914190, 1038217, 883932, 999104]"
1130,1914,"[862349, 999104, 9526886, 1051069, 833723]"
1131,1559,"[1075368, 965842, 940947, 1132770, 908318]"
1132,700,"[1101010, 1056509, 1015247, 1113588, 1038217]"
1133,271,"[1124729, 986912, 8090532, 1137775, 1018740]"
1134,2012,"[882441, 845193, 860975, 947798, 1132770]"
1135,2196,"[999104, 5569374, 1053690, 901062, 995242]"
1136,2261,"[983584, 1122358, 1037840, 926905, 873627]"
1137,2494,"[862349, 849843, 1070820, 1071939, 5569471]"
1138,808,"[1016800, 879755, 844165, 908318, 1110843]"
1139,491,"[1126899, 1003188, 6534178, 903325, 834484]"
1140,1387,"[944534, 1082212, 878996, 999104, 821083]"
1141,395,"[1053690, 1120741, 962229, 825541, 5569230]"
1142,136,"[8090521, 5569230, 8090537, 8090509, 1029624]"
1143,2440,"[1070015, 1043590, 900491, 911215, 1053763]"
1144,141,"[1043301, 968215, 6534166, 1023720, 834484]"
1145,2213,"[933835, 995965, 1070820, 1126899, 1117514]"
1146,2302,"[8090532, 868764, 970119, 921744, 834484]"
1147,2344,"[8090537, 1056509, 9526410, 1133018, 5569230]"
1148,648,"[1119051, 903325, 1041259, 1046262, 995785]"
1149,185,"[1085604, 868764, 844165, 893501, 1107553]"
1150,1097,"[6533889, 1070015, 6534166, 1095275, 1028816]"
1151,94,"[1005186, 8160319, 939636, 861272, 1003600]"
1152,586,"[1053690, 870780, 909714, 1092026, 8090521]"
1153,1134,"[1070820, 1106523, 1028816, 892008, 930917]"
1154,487,"[952317, 1082185, 6534178, 1029743, 995242]"
1155,543,"[1126310, 844165, 861445, 1113588, 1000753]"
1156,733,"[5569471, 1126310, 8090532, 951590, 918733]"
1157,188,"[1033615, 832678, 849843, 985119, 1023958]"
1158,1007,"[1070015, 874736, 999971, 1120741, 987480]"
1159,82,"[1000753, 5569230, 880150, 831628, 1070702]"
1160,1737,"[1058997, 5587133, 5585635, 927191, 976065]"
1161,51,"[1082212, 962229, 902172, 986947, 967395]"
1162,2038,"[844165, 953476, 849843, 1082212, 923746]"
1163,2221,"[1126899, 1058997, 894236, 1082185, 1023720]"
1164,1758,"[1126899, 1058997, 896085, 849843, 1132771]"
1165,2111,"[1058997, 1126899, 908531, 890610, 5585635]"
1166,1990,"[1126899, 12263788, 1029743, 847982, 995965]"
1167,192,"[1082212, 5569230, 1056509, 1029743, 909714]"
1168,1520,"[6534178, 870780, 1102949, 995242, 8090521]"
1169,1968,"[1082212, 1122358, 896085, 1112238, 1137775]"
1170,2331,"[890695, 873627, 859075, 833025, 856252]"
1171,1494,"[1033615, 985119, 857849, 9677202, 1082212]"
1172,364,"[1106523, 974108, 890610, 1001148, 1092026]"
1173,1925,"[986947, 1106523, 908846, 951590, 6034857]"
1174,857,"[885290, 862349, 976998, 8090521, 5569230]"
1175,273,"[1053690, 1085604, 1057260, 1005186, 883404]"
1176,1511,"[862349, 1133018, 1106523, 873627, 845193]"
1177,2139,"[885290, 1005186, 933835, 1040807, 8160319]"
1178,384,"[1126899, 976998, 5569471, 895540, 1112238]"
1179,1665,"[6533889, 986912, 1113588, 6602697, 832678]"
1180,198,"[1085604, 1005186, 873627, 1065593, 870547]"
1181,624,"[1015247, 849843, 1133018, 8090521, 1101173]"
1182,1217,"[962229, 1075368, 1108168, 1106301, 1022003]"
1183,1312,"[983584, 1039156, 926905, 883404, 1122358]"
1184,276,"[944534, 1001148, 1022003, 847982, 1113588]"
1185,1611,"[1003600, 986912, 1026118, 8160319, 861445]"
1186,1865,"[1070820, 862349, 870780, 1058997, 866227]"
1187,438,"[1070820, 5584027, 6034857, 951590, 1108168]"
1188,2134,"[962229, 1051516, 908318, 970030, 1096343]"
1189,1093,"[844165, 1077975, 929668, 1070015, 823758]"
1190,1753,"[879755, 986912, 1051069, 1080414, 866227]"
1191,1537,"[5569230, 1106523, 1015247, 983584, 6534178]"
1192,210,"[879755, 860975, 969866, 1081177, 860776]"
1193,128,"[1051516, 6534166, 1003188, 903325, 1037863]"
1194,1539,"[1082185, 6534178, 1029743, 995242, 1106523]"
1195,190,"[865178, 1053690, 951412, 1110843, 951590]"
1196,283,"[862349, 1070820, 940947, 5569471, 870780]"
1197,971,"[1075368, 895540, 861272, 6602697, 862349]"
1198,259,"[866227, 879755, 8090537, 953476, 1039156]"
1199,354,"[1101010, 971922, 1050851, 951590, 926905]"
1200,77,"[1126899, 1106523, 1003188, 857503, 901062]"
1201,1954,"[1026118, 1041157, 1041259, 834484, 1122358]"
1202,926,"[916993, 903325, 1119051, 971922, 1117514]"
1203,15,"[1070820, 1082212, 1026118, 845208, 923746]"
1204,2273,"[895540, 1009449, 923746, 5590287, 989101]"
1205,1776,"[986912, 862349, 849843, 1026118, 1051516]"
1206,9,"[1082212, 1070820, 856772, 952317, 896085]"
1207,2292,"[916767, 882441, 1132770, 874736, 1120741]"
1208,1001,"[1119051, 1003600, 1095275, 890695, 866227]"
1209,62,"[1082185, 6534178, 1029743, 995242, 1106523]"
1210,2256,"[1404121, 8090532, 1051211, 8090537, 1001148]"
1211,2120,"[480014, 1082185, 6534178, 1029743, 995242]"
1212,727,"[1106523, 847982, 923746, 1075470, 1042438]"
1213,1979,"[908846, 1133018, 1026118, 860776, 995242]"
1214,1949,"[962229, 969866, 944534, 1127831, 898980]"
1215,327,"[907631, 882441, 985119, 883404, 7440663]"
1216,1568,"[1133018, 1131438, 883404, 923746, 1110793]"
1217,1333,"[1126899, 861272, 6034857, 1128016, 1051211]"
1218,2231,"[1126899, 1082212, 944836, 970030, 1137688]"
1219,1260,"[1058997, 999104, 1051516, 1102949, 1057260]"
1220,2325,"[1120741, 6533889, 1053690, 894236, 6534178]"
1221,1207,"[953476, 5569374, 1065593, 1070015, 976998]"
1222,392,"[12263788, 951412, 1133018, 903325, 1119051]"
1223,1264,"[1107553, 1012587, 874736, 1013321, 913210]"
1224,924,"[885290, 951590, 1048462, 1075470, 1029743]"
1225,1227,"[5747420, 1082185, 6534178, 1029743, 995242]"
1226,2135,"[986912, 861272, 1028816, 908846, 834484]"
1227,343,"[1057260, 844165, 951412, 9526410, 923746]"
1228,1160,"[1029624, 1133018, 898980, 5592931, 8205218]"
1229,1167,"[1070820, 1062002, 1082212, 862349, 1127624]"
1230,281,"[1070820, 862349, 999104, 854852, 5585510]"
1231,2071,"[999971, 933835, 1074524, 1053690, 1062966]"
1232,2040,"[1085604, 1005186, 949616, 7440663, 986912]"
1233,943,"[6534166, 6533765, 894236, 1053690, 5592931]"
1234,1976,"[8160319, 953476, 999971, 986912, 1015247]"
1235,955,"[1077975, 1033615, 6533765, 985119, 1105623]"
1236,1000,"[986912, 861272, 1005186, 1003188, 1026118]"
1237,1926,"[6533889, 908846, 1062002, 1024306, 976199]"
1238,1085,"[1040807, 1105623, 5582789, 1113588, 6534178]"
1239,1041,"[1015247, 1005186, 865330, 882441, 1106523]"
1240,1634,"[844165, 1070820, 862349, 907631, 1065593]"
1241,427,"[1056651, 989101, 5569471, 986912, 1075368]"
1242,2234,"[999104, 866227, 1024306, 1003600, 1022254]"
1243,1965,"[1058997, 6534178, 866227, 8090521, 1122358]"
1244,2339,"[879755, 1033615, 1101010, 985119, 986912]"
1245,568,"[1033615, 985119, 844165, 1106523, 865330]"
1246,1329,"[5569374, 962229, 1057260, 890695, 1110843]"
1247,1805,"[1075368, 921744, 1110572, 1005186, 1056651]"
1248,1541,"[1036501, 940947, 12263788, 925626, 1053690]"
1249,324,"[1057260, 1070820, 901062, 1051516, 903325]"
1250,1596,"[953476, 861272, 1028816, 944836, 995965]"
1251,741,"[885290, 1007195, 927191, 857849, 840361]"
1252,2370,"[6533889, 1070015, 862349, 5569471, 1070820]"
1253,1657,"[1053690, 6533765, 916381, 1101010, 1106523]"
1254,1585,"[1126899, 5569471, 1009449, 863802, 1053690]"
1255,1962,"[1056509, 6534166, 976199, 1040807, 1039156]"
1256,1928,"[862349, 1110572, 1085604, 983584, 1070820]"
1257,390,"[951590, 844165, 1040807, 5569230, 1053690]"
1258,2308,"[834484, 1112238, 862349, 908846, 854852]"
1259,2299,"[6602697, 999104, 861272, 986947, 1077975]"
1260,1226,"[1070015, 1070820, 908846, 862349, 1071939]"
1261,1426,"[844165, 971922, 1101173, 861272, 1137688]"
1262,1384,"[882441, 847789, 849843, 896369, 1133018]"
1263,1127,"[5569471, 896085, 5569230, 929668, 907631]"
1264,2121,"[1057260, 862349, 1028816, 1119051, 5569230]"
1265,1129,"[1128016, 1126899, 1058997, 870780, 866227]"
1266,2456,"[1058997, 1126899, 861272, 1007195, 951412]"
1267,2030,"[5569471, 879755, 901062, 1082212, 1056509]"
1268,342,"[1005186, 832678, 1082212, 860975, 1096317]"
1269,183,"[1028816, 1118393, 1053690, 821083, 1106523]"
1270,767,"[862349, 1076875, 1095275, 900802, 1053690]"
1271,1139,"[862349, 989101, 872137, 885290, 903325]"
1272,2279,"[1053690, 12263788, 844165, 868764, 7167218]"
1273,258,"[1120741, 862349, 860975, 1065593, 1110572]"
1274,26,"[1070015, 985119, 831536, 1132771, 923746]"
1275,291,"[1113588, 879755, 1033615, 1005186, 1012873]"
1276,2175,"[5584007, 916993, 5588666, 890695, 824005]"
1277,1912,"[1022003, 12302069, 1005186, 5569471, 1106523]"
1278,687,"[8090521, 951590, 5569230, 8090537, 965766]"
1279,2176,"[1404121, 856772, 1074524, 883404, 833025]"
1280,1493,"[1097001, 1015247, 1106523, 1022053, 1133018]"
1281,2214,"[1082212, 868764, 8090532, 844165, 990797]"
1282,854,"[911812, 1005186, 1070015, 1110572, 882441]"
1283,552,"[1113588, 882441, 1015247, 1029624, 1106523]"
1284,622,"[986912, 844165, 999104, 965766, 883404]"
1285,919,"[882441, 1113588, 918733, 949616, 983584]"
1286,43,"[1120741, 844165, 874736, 879755, 6534178]"
1287,974,"[1070015, 908846, 995876, 5585510, 1016800]"
1288,1801,"[1041259, 1085604, 1037894, 1038217, 7441391]"
1289,1109,"[862349, 1028816, 1050229, 854852, 995965]"
1290,1680,"[1058997, 1126899, 5569471, 1128016, 870547]"
1291,2033,"[6534166, 879528, 1112238, 1003600, 1024306]"
1292,160,"[894236, 1070820, 1005186, 1110843, 986912]"
1293,2280,"[1070820, 862349, 5569230, 933835, 1101010]"
1294,1071,"[1055863, 882441, 1085604, 1110572, 874736]"
1295,1957,"[1040807, 962229, 8177622, 944139, 1055646]"
1296,1750,"[909714, 870780, 849843, 990797, 986912]"
1297,2222,"[1075368, 1101010, 870780, 5569230, 951590]"
1298,1904,"[1058997, 1005186, 994928, 1126899, 986947]"
1299,1896,"[12263788, 1075368, 1037840, 9526410, 1110572]"
1300,2211,"[1126899, 1058997, 1070820, 6533889, 986947]"
1301,2058,"[5569471, 903325, 911812, 1022254, 847270]"
1302,1881,"[901062, 1137775, 849843, 995242, 913210]"
1303,2461,"[916993, 879528, 857503, 1055853, 901062]"
1304,1890,"[1126899, 1003600, 1116821, 1028816, 903325]"
1305,53,"[5569471, 6034857, 1105623, 5588666, 1058997]"
1306,138,"[1070820, 1122358, 819978, 862349, 1101010]"
1307,2319,"[913202, 937791, 7441391, 1080414, 844165]"
1308,1899,"[1122358, 951590, 1070820, 1040807, 883932]"
1309,2499,"[1070820, 6533889, 1085604, 999971, 944317]"
1310,1132,"[1101173, 951590, 1133018, 930917, 8090537]"
1311,810,"[1028816, 908846, 970030, 1024306, 1026118]"
1312,1047,"[1118393, 1108168, 879755, 847982, 1040807]"
1313,608,"[1039156, 7167218, 985119, 7440663, 9526563]"
1314,2136,"[901062, 1052912, 878996, 1046262, 865528]"
1315,466,"[1096317, 1051211, 1085604, 1080414, 1068719]"
1316,1067,"[5590287, 1126899, 8090532, 1015247, 1075368]"
1317,330,"[860975, 995242, 909894, 1005186, 1077555]"
1318,820,"[947798, 8090509, 849843, 1037894, 1108168]"
1319,402,"[824005, 819978, 1110843, 1005186, 1107553]"
1320,1487,"[940947, 8090509, 1075368, 5569230, 1070015]"
1321,1258,"[5569471, 1039156, 1058997, 971922, 1051211]"
1322,753,"[1095275, 896085, 916767, 862349, 1053690]"
1323,1649,"[1133018, 970030, 1051516, 995785, 933637]"
1324,1092,"[962229, 862139, 856772, 859075, 1034686]"
1325,1810,"[908846, 1007195, 1113588, 849843, 944139]"
1326,856,"[9527494, 1022254, 990797, 976300, 994928]"
1327,1194,"[1005186, 1092026, 857849, 1077555, 1065593]"
1328,1846,"[5569471, 5569845, 845193, 933835, 833025]"
1329,1745,"[882441, 983584, 874736, 871756, 849843]"
1330,1458,"[874972, 12263788, 879528, 845208, 990797]"
1331,1769,"[872137, 1039156, 885290, 1040807, 1022254]"
1332,845,"[1058997, 885290, 861272, 6533889, 944836]"
1333,1195,"[1075368, 8090521, 1009449, 1137688, 1085604]"
1334,338,"[1028816, 1026118, 1051516, 908846, 882441]"
1335,754,"[986947, 1058997, 1062002, 1127624, 1126899]"
1336,1594,"[6533765, 1106523, 1101010, 1110843, 879755]"
1337,666,"[1133018, 1043590, 937626, 844179, 9526563]"
1338,691,"[8011397, 5569471, 927191, 1006184, 1070820]"
1339,1687,"[1126899, 832678, 1058997, 976199, 908531]"
1340,2155,"[1028816, 866227, 6773204, 944534, 1077555]"
1341,640,"[8205218, 1108168, 849843, 927191, 824005]"
1342,1641,"[1126899, 1076875, 1404121, 1058997, 908846]"
1343,39,"[1126899, 944836, 909894, 865178, 6602697]"
1344,350,"[1085604, 1091365, 1007195, 873627, 6534178]"
1345,132,"[1058997, 1110572, 986912, 879528, 1022254]"
1346,1145,"[1005186, 985119, 1033615, 832678, 1022254]"
1347,318,"[962229, 5569230, 1001148, 7440663, 1134522]"
1348,265,"[1005186, 987562, 923746, 1085604, 1105623]"
1349,1693,"[1126899, 1028816, 1110572, 903325, 900802]"
1350,1318,"[1003600, 821083, 1028816, 1005186, 908846]"
1351,1531,"[1058997, 1055853, 1126899, 1075368, 1051516]"
1352,2028,"[8090509, 5569327, 873627, 1045220, 976300]"
1353,7,"[1122358, 1022003, 1110572, 1132770, 1126899]"
1354,425,"[862349, 1033615, 883404, 1070820, 923746]"
1355,2239,"[999971, 983584, 896085, 879755, 844165]"
1356,965,"[882441, 879755, 1110572, 8090537, 1085604]"
1357,992,"[1005186, 1028816, 976998, 870515, 863802]"
1358,725,"[893501, 1126899, 1058997, 868764, 1038217]"
1359,681,"[890695, 856252, 5568378, 951590, 976998]"
1360,124,"[1037840, 9526410, 1077555, 1106523, 1092026]"
1361,495,"[1056509, 1091365, 8090521, 883404, 860975]"
1362,410,"[866227, 909894, 976998, 962229, 834484]"
1363,280,"[1106523, 892008, 839849, 898980, 882441]"
1364,1532,"[894236, 1095275, 5569471, 1039156, 6533889]"
